Location,YearMonth,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm
ACT,2008-02,9.801724137931034,23.529310344827586,1.2689655172413792,5.6482758620689655,9.051724137931034,42.51724137931034,10.222222222222221,18.17241379310345,68.32758620689656,40.03448275862069,1016.7534482758621,1013.8655172413793,3.206896551724138,3.4482758620689653,14.724137931034482,22.306896551724137
ACT,2008-03,10.046774193548387,22.66290322580645,1.4903225806451614,5.800000000000001,8.083870967741936,40.806451612903224,9.838709677419354,18.870967741935484,70.58064516129032,41.225806451612904,1018.574193548387,1016.2112903225806,4.032258064516129,3.967741935483871,14.538709677419355,21.55322580645161
ACT,2008-04,5.96,18.766666666666666,0.94,4.053333333333333,7.34,35.03333333333333,10.3,15.266666666666667,74.35,46.8,1021.7666666666667,1018.715,4.033333333333333,4.733333333333333,11.103333333333333,17.43166666666667
ACT,2008-05,4.080645161290323,18.116129032258065,0.8129032258064516,2.735483870967742,7.141935483870968,31.433333333333334,6.206896551724138,14.048387096774194,81.43548387096774,49.45161290322581,1022.5177419354839,1019.308064516129,3.967741935483871,3.4838709677419355,8.637096774193548,16.988709677419354
ACT,2008-06,5.246666666666667,17.305,0.36666666666666664,2.5933333333333333,7.053333333333333,39.0,10.083333333333334,19.333333333333332,76.93333333333334,49.166666666666664,1021.3583333333333,1018.44,4.666666666666667,4.033333333333333,9.635,16.203333333333333
ACT,2008-07,2.2096774193548385,15.216129032258063,1.0129032258064516,3.0903225806451613,6.687096774193549,38.71666666666667,8.948275862068966,19.161290322580644,79.11290322580645,51.45161290322581,1018.9290322580645,1016.0999999999999,3.7419354838709675,4.419354838709677,7.046774193548386,13.885483870967741
ACT,2008-08,2.725806451612903,15.991935483870968,1.632258064516129,3.7225806451612904,7.6033333333333335,40.403225806451616,10.661290322580646,20.032258064516128,70.01612903225806,42.274193548387096,1021.9112903225806,1019.2467741935484,4.225806451612903,4.064516129032258,8.28225806451613,14.52258064516129
ACT,2008-09,5.425,19.89,1.0733333333333335,5.046666666666667,9.39310344827586,44.483333333333334,11.383333333333333,21.55,62.63333333333333,36.75,1019.4066666666666,1016.2283333333332,3.1333333333333333,2.6666666666666665,12.653333333333334,18.728333333333335
ACT,2008-10,7.262903225806451,22.717741935483872,0.6967741935483871,5.754838709677419,9.116666666666667,44.193548387096776,9.370967741935484,19.661290322580644,65.83870967741936,35.96774193548387,1020.9290322580645,1017.5612903225807,3.225806451612903,3.838709677419355,13.324193548387097,21.41290322580645
ACT,2008-11,9.9,22.711666666666666,2.3266666666666667,5.6466666666666665,8.563333333333333,44.61666666666667,11.733333333333333,18.766666666666666,63.483333333333334,38.38333333333333,1012.8466666666666,1010.1800000000001,4.0,4.533333333333333,14.913333333333332,21.303333333333335
ACT,2008-12,10.408064516129032,23.92258064516129,3.7903225806451615,6.393103448275863,9.12258064516129,43.564516129032256,9.96774193548387,19.64516129032258,66.11290322580645,42.693548387096776,1012.4290322580645,1009.6193548387097,4.064516129032258,4.193548387096774,15.638709677419355,22.038709677419355
ACT,2009-01,12.741935483870968,28.52258064516129,2.1870967741935483,8.212903225806452,10.738461538461538,45.67741935483871,11.096774193548388,18.016129032258064,60.37096774193548,32.516129032258064,1016.1645161290323,1013.2370967741934,2.923076923076923,2.6538461538461537,18.73548387096774,26.787096774193547
ACT,2009-02,10.642857142857142,24.567857142857143,0.29642857142857143,5.985714285714286,7.760869565217392,39.714285714285715,8.642857142857142,17.321428571428573,69.83928571428571,38.357142857142854,1017.7339285714286,1014.3589285714286,5.260869565217392,4.826086956521739,15.101785714285715,23.06607142857143
ACT,2009-03,10.10483870967742,24.943548387096776,1.0838709677419356,5.735483870967743,8.473076923076924,39.70967741935484,8.048387096774194,17.112903225806452,68.93548387096774,36.403225806451616,1018.3064516129032,1015.3790322580645,3.576923076923077,3.6538461538461537,14.57258064516129,23.361290322580647
ACT,2009-04,7.6,18.881666666666668,2.683333333333333,3.92,7.112,39.083333333333336,10.4,16.233333333333334,71.3,47.3,1017.4316666666667,1014.7916666666666,4.16,4.72,12.098333333333333,17.496666666666666
ACT,2009-05,6.635483870967741,17.646774193548385,0.2129032258064516,3.161290322580645,6.303846153846154,35.58064516129032,8.629032258064516,17.903225806451612,72.3225806451613,50.016129032258064,1021.2467741935484,1018.8596774193549,4.615384615384615,4.923076923076923,11.298387096774194,16.50967741935484
ACT,2009-06,3.955,16.565,0.6066666666666667,2.96,6.0360000000000005,30.183333333333334,5.3,14.4,83.65,50.96666666666667,1019.2483333333333,1015.865,5.8,3.88,8.18,15.478333333333333
ACT,2009-07,2.906451612903226,16.179032258064517,0.7064516129032258,3.2838709677419353,7.453846153846154,38.596774193548384,8.887096774193548,18.467741935483872,76.43548387096774,49.193548387096776,1018.2274193548387,1015.7193548387097,3.1538461538461537,2.923076923076923,8.45,14.95483870967742
ACT,2009-08,4.630645161290323,17.595161290322583,1.2516129032258063,4.070967741935484,8.27142857142857,41.725806451612904,10.661290322580646,17.887096774193548,69.01612903225806,44.774193548387096,1016.9870967741934,1013.9080645161291,3.7142857142857144,3.142857142857143,10.062903225806451,16.520967741935483
ACT,2009-09,5.8,19.038333333333334,1.8833333333333333,4.993333333333334,7.7,39.85,11.933333333333334,18.333333333333332,68.43333333333334,43.333333333333336,1016.1433333333333,1013.11,4.714285714285714,3.857142857142857,11.586666666666668,17.723333333333336
ACT,2009-10,7.230645161290322,20.83225806451613,1.032258064516129,4.161290322580645,7.214285714285714,36.193548387096776,8.451612903225806,15.112903225806452,69.30645161290323,43.064516129032256,1019.675806451613,1016.9774193548387,4.714285714285714,5.714285714285714,12.23709677419355,19.208064516129035
ACT,2009-11,10.203333333333335,25.67,0.47,6.406666666666666,6.614285714285715,40.86206896551724,9.166666666666666,14.051724137931034,60.03333333333333,39.13793103448276,1015.4866666666666,1012.5,4.285714285714286,4.714285714285714,16.238333333333333,23.479310344827585
ACT,2009-12,11.308064516129033,26.293548387096774,3.296774193548387,7.270967741935484,6.485714285714287,37.854838709677416,8.016666666666667,16.64516129032258,65.66666666666667,39.03225806451613,1017.1766666666666,1013.7258064516129,4.571428571428571,4.285714285714286,17.365000000000002,24.96129032258065
ACT,2010-01,12.208064516129031,26.862903225806452,0.832258064516129,8.03448275862069,6.8,41.79032258064516,8.741935483870968,18.403225806451612,61.306451612903224,35.74193548387097,1014.5838709677419,1011.6016129032258,5.222222222222222,5.5,17.56451612903226,25.033870967741933
ACT,2010-02,11.18392857142857,23.162499999999998,5.628571428571428,5.492857142857143,4.9,35.01923076923077,8.092592592592593,14.5,75.25,52.017857142857146,1018.1333333333333,1016.0423076923076,5.8,4.7272727272727275,15.133928571428571,21.5625
ACT,2010-03,9.933870967741935,23.41290322580645,4.258064516129032,4.166666666666667,7.457142857142857,33.274193548387096,5.883333333333334,13.53225806451613,78.7258064516129,45.516129032258064,1022.9683333333334,1019.8709677419355,5.0,4.275862068965517,14.112903225806452,22.275806451612905
ACT,2010-04,7.328333333333333,20.67,1.4866666666666668,3.5933333333333333,7.378571428571428,32.0,7.116666666666666,15.25,76.9,49.233333333333334,1022.0616666666666,1018.3466666666667,3.642857142857143,4.25,13.05,19.509999999999998
ACT,2010-05,5.075806451612903,16.911290322580644,4.380645161290322,2.6516129032258067,5.772413793103448,29.56451612903226,7.725806451612903,12.32258064516129,81.54838709677419,55.87096774193548,1018.1467741935484,1015.6145161290323,5.172413793103448,5.206896551724138,9.72741935483871,15.582258064516129
ACT,2010-06,3.33,15.631666666666666,2.57,2.403448275862069,6.575,31.766666666666666,8.766666666666667,14.55,81.8,54.55,1023.6266666666667,1021.2383333333333,4.035714285714286,4.035714285714286,8.358333333333333,14.395000000000001
ACT,2010-07,3.019354838709677,15.635483870967741,1.9258064516129034,2.5354838709677416,6.417241379310345,31.4,6.693548387096774,13.35483870967742,83.41935483870968,53.11290322580645,1023.6370967741935,1021.0338709677419,4.241379310344827,4.172413793103448,7.867741935483871,14.55967741935484
ACT,2010-08,4.262903225806451,15.812903225806451,2.103225806451613,2.858064516129032,7.893103448275863,38.403225806451616,10.7,17.596774193548388,75.5,52.274193548387096,1017.9725806451613,1015.2322580645161,3.689655172413793,3.8275862068965516,9.05,14.183870967741935
ACT,2010-09,5.483333333333333,18.766666666666666,2.893333333333333,3.9586206896551723,7.810714285714285,37.31666666666667,9.366666666666667,18.633333333333333,70.2,45.96666666666667,1019.7866666666666,1016.73,4.321428571428571,3.607142857142857,11.713333333333333,17.584999999999997
ACT,2010-10,8.014516129032257,20.36935483870968,4.316129032258064,3.8466666666666667,7.7153846153846155,40.55172413793103,8.725806451612904,18.225806451612904,75.91935483870968,52.5,1017.6387096774193,1015.0129032258066,4.206896551724138,4.586206896551724,13.44516129032258,18.820967741935487
ACT,2010-11,9.72,22.525,3.8133333333333335,4.620689655172414,7.803571428571429,39.15,10.53448275862069,18.283333333333335,71.51666666666667,49.516666666666666,1018.1866666666666,1015.385,3.392857142857143,4.407407407407407,15.629999999999999,21.258333333333333
ACT,2010-12,9.019354838709678,23.480645161290322,1.2064516129032257,5.173333333333333,9.082758620689654,39.66129032258065,9.46774193548387,18.580645161290324,70.08064516129032,41.88709677419355,1013.5532258064517,1011.1951612903225,3.413793103448276,3.7142857142857144,15.17741935483871,22.056451612903224
ACT,2011-01,12.406666666666666,27.273333333333333,1.3433333333333335,5.596428571428571,9.043333333333333,36.11666666666667,6.933333333333334,14.666666666666666,71.15,40.233333333333334,1014.5733333333334,1011.8216666666667,3.8214285714285716,3.1481481481481484,17.993333333333332,25.848333333333336
ACT,2011-02,11.525925925925925,23.43148148148148,1.4814814814814818,4.308,6.147826086956522,34.092592592592595,8.203703703703704,13.685185185185185,74.35185185185185,51.407407407407405,1017.4814814814815,1014.9703703703703,5.384615384615385,5.416666666666667,15.607407407407406,21.9
ACT,2011-03,10.365,22.288333333333334,3.39,3.0777777777777775,6.675862068965517,36.2,7.166666666666667,15.9,82.25,52.38333333333333,1017.2666666666667,1014.9883333333333,5.3076923076923075,4.964285714285714,14.0,20.723333333333336
ACT,2011-04,5.840909090909091,21.027272727272727,2.5090909090909093,3.8363636363636364,7.2272727272727275,39.59090909090909,6.909090909090909,16.181818181818183,76.27272727272727,42.18181818181818,1018.5181818181819,1015.5954545454545,4.1,3.0,12.268181818181818,19.66363636363636
ACT,2011-05,2.1516666666666664,17.121666666666666,2.1,2.9785714285714286,6.941379310344828,35.78333333333333,9.216666666666667,16.55,79.86666666666666,45.86666666666667,1021.4050000000001,1018.3349999999999,4.103448275862069,4.0,8.076666666666666,15.958333333333334
ACT,2011-06,3.1724137931034484,15.26551724137931,0.8275862068965517,3.0869565217391304,5.95,35.241379310344826,12.275862068965518,15.775862068965518,75.27586206896552,55.63793103448276,1021.4775862068965,1019.393103448276,4.576923076923077,5.217391304347826,8.656896551724138,13.570689655172414
ACT,2011-07,1.28,15.088333333333333,1.1533333333333333,2.310344827586207,6.292857142857143,33.516666666666666,8.116666666666667,15.183333333333334,81.68333333333334,48.78333333333333,1022.0916666666667,1019.49,4.586206896551724,4.25,6.506666666666667,13.895000000000001
ACT,2011-08,3.1016666666666666,17.288333333333334,1.5966666666666667,2.92,6.733333333333333,33.28333333333333,7.166666666666667,16.066666666666666,79.85,49.85,1022.4516666666666,1019.4333333333333,5.033333333333333,4.434782608695652,9.03,15.870000000000001
ACT,2011-09,4.4879310344827585,19.01206896551724,1.3655172413793104,4.214285714285714,7.503571428571428,42.1551724137931,12.568965517241379,21.0,65.36206896551724,46.39655172413793,1016.6034482758621,1013.7827586206897,3.689655172413793,5.3,12.101724137931035,17.158620689655173
ACT,2011-10,7.239999999999999,21.03166666666667,1.5966666666666667,4.748148148148148,7.559259259259259,39.81666666666667,11.633333333333333,18.816666666666666,69.48333333333333,44.31666666666667,1018.6650000000001,1016.045,4.592592592592593,4.863636363636363,13.225,19.621666666666666
ACT,2011-11,9.513793103448275,22.06551724137931,5.372413793103449,4.7153846153846155,5.9111111111111105,42.63793103448276,10.637931034482758,19.120689655172413,72.3103448275862,51.05172413793103,1015.2948275862069,1013.3241379310346,5.44,4.84,15.50344827586207,20.28793103448276
ACT,2011-12,9.983333333333333,22.631666666666668,3.79,4.666666666666667,6.964285714285714,35.516666666666666,8.483333333333333,14.05,71.1,49.46666666666667,1016.0166666666667,1013.4933333333333,4.545454545454546,4.529411764705882,14.860000000000001,20.9
ACT,2012-01,10.014999999999999,24.116666666666667,4.59,2.733333333333333,5.1,38.86666666666667,8.716666666666667,17.166666666666668,72.71666666666667,47.88333333333333,1017.125,1014.2616666666667,5.791666666666667,5.7,15.776666666666667,22.273333333333333
ACT,2012-02,9.435714285714285,22.81964285714286,4.376785714285715,4.45,6.196000000000001,31.946428571428573,6.839285714285714,12.803571428571429,78.10714285714286,53.607142857142854,1018.5232142857143,1015.905357142857,4.7407407407407405,6.235294117647059,14.4625,21.57321428571429
ACT,2012-03,8.113333333333333,21.378333333333334,2.5733333333333333,3.392857142857143,7.182142857142857,32.733333333333334,7.566666666666666,15.583333333333334,79.91666666666667,51.6,1018.2216666666667,1015.3433333333334,4.448275862068965,4.1,12.696666666666665,20.115000000000002
ACT,2012-04,5.598275862068966,19.836206896551722,3.9413793103448276,2.246153846153846,5.703703703703703,32.758620689655174,6.4655172413793105,16.086206896551722,81.60344827586206,52.206896551724135,1019.5379310344827,1016.5724137931034,4.2592592592592595,4.266666666666667,12.001724137931035,18.524137931034485
ACT,2012-05,1.4383333333333332,17.351666666666667,1.5566666666666669,2.344,6.739285714285714,36.266666666666666,6.716666666666667,16.45,79.11666666666666,46.93333333333333,1021.4866666666666,1018.7283333333332,3.392857142857143,4.615384615384615,8.065000000000001,16.148333333333333
ACT,2012-06,3.670689655172414,15.208620689655174,0.606896551724138,2.766666666666667,5.185185185185185,36.241379310344826,9.60344827586207,16.655172413793103,79.86206896551724,54.39655172413793,1020.0034482758621,1017.4310344827586,5.111111111111111,5.875,8.524137931034483,13.951724137931036
ACT,2012-07,1.7033333333333334,14.775,1.2116666666666667,1.6791666666666665,6.148148148148148,33.8,8.75,16.3,81.78333333333333,49.85,1021.565,1019.0383333333334,3.5555555555555554,5.714285714285714,6.595,13.708333333333334
ACT,2012-08,1.5316666666666667,15.468333333333334,1.6099999999999999,2.795833333333333,6.125925925925926,40.53333333333333,10.566666666666666,20.066666666666666,77.18333333333334,51.21666666666667,1017.67,1014.7199999999999,4.481481481481482,4.769230769230769,7.5216666666666665,13.883333333333333
ACT,2012-09,3.9310344827586206,18.336206896551722,1.3689655172413795,3.6260869565217395,7.7153846153846155,38.741379310344826,9.758620689655173,19.56896551724138,69.03448275862068,44.310344827586206,1017.2655172413794,1014.4948275862068,4.444444444444445,4.9,10.944827586206896,16.905172413793103
ACT,2012-10,3.5866666666666664,21.033333333333335,0.44666666666666666,5.190909090909091,9.676,42.93333333333333,8.0,21.15,66.75,37.15,1019.3183333333333,1016.525,3.3846153846153846,4.181818181818182,11.561666666666667,19.853333333333335
ACT,2012-11,8.412068965517241,23.194827586206895,2.2344827586206897,5.449999999999999,8.216000000000001,40.189655172413794,11.775862068965518,17.844827586206897,68.15517241379311,40.275862068965516,1017.3706896551724,1014.653448275862,4.888888888888889,4.818181818181818,14.329310344827586,21.601724137931036
ACT,2012-12,3.8863636363636362,18.831818181818182,3.063636363636364,3.79,6.922222222222222,37.13636363636363,10.681818181818182,15.590909090909092,72.95454545454545,46.81818181818182,1020.6454545454545,1017.8363636363637,4.2727272727272725,6.8,10.481818181818182,17.322727272727274
ACT,2013-01,11.665,27.081666666666667,2.86,7.860869565217392,,39.93333333333333,9.083333333333334,17.433333333333334,68.96666666666667,38.43333333333333,1014.8050000000001,1011.73,5.666666666666667,3.0625,17.16,25.16
ACT,2013-02,4.95,20.36818181818182,2.4181818181818184,7.333333333333333,,42.22727272727273,11.545454545454545,19.40909090909091,69.68181818181819,42.09090909090909,1019.8636363636364,1017.2136363636364,4.333333333333333,6.25,11.459090909090909,19.154545454545453
ACT,2013-03,7.855,23.416666666666668,0.46666666666666673,5.504166666666666,,37.31666666666667,9.6,17.616666666666667,71.55,39.05,1018.4116666666667,1015.5849999999999,3.576923076923077,4.75,13.451666666666666,21.826666666666664
ACT,2013-04,5.13103448275862,21.3,0.2793103448275862,3.860869565217391,,37.98275862068966,10.586206896551724,19.46551724137931,66.1896551724138,39.5,1019.2379310344828,1016.1172413793104,4.0,4.857142857142857,12.705172413793104,19.88103448275862
ACT,2013-05,2.9633333333333334,17.075,0.6866666666666668,2.895652173913043,,36.483333333333334,9.433333333333334,17.633333333333333,76.2,48.6,1020.7216666666667,1018.065,4.5,5.538461538461538,9.205,15.728333333333333
ACT,2013-06,3.336206896551724,16.451724137931034,2.151724137931035,6.0,,36.10344827586207,9.793103448275861,15.982758620689655,78.1896551724138,50.96551724137931,1021.0068965517241,1018.5775862068965,5.5,4.666666666666667,8.693103448275862,15.327586206896552
ACT,2013-07,3.4883333333333337,16.866666666666667,1.78,5.05,,32.233333333333334,8.816666666666666,14.9,82.16666666666667,54.53333333333333,1023.01,1020.2683333333333,5.578947368421052,6.0,9.19,15.648333333333333
ACT,2013-08,4.11,18.053333333333335,0.74,5.6000000000000005,,41.1,11.666666666666666,20.483333333333334,71.75,44.3,1019.2666666666667,1016.435,5.0588235294117645,5.714285714285714,10.391666666666667,16.706666666666667
ACT,2013-09,4.527586206896552,19.875862068965517,3.624137931034483,7.8999999999999995,,41.05172413793103,11.39655172413793,19.43103448275862,70.1896551724138,44.793103448275865,1014.9310344827586,1011.8965517241379,4.714285714285714,4.857142857142857,11.86896551724138,18.420689655172417
ACT,2013-10,5.341666666666667,21.908333333333335,0.4066666666666667,5.25,,42.11666666666667,10.383333333333333,21.333333333333332,61.2,37.13333333333333,1017.5883333333334,1014.9683333333334,5.222222222222222,5.181818181818182,12.711666666666668,20.456666666666667
ACT,2013-11,6.570689655172414,22.860344827586207,1.6655172413793105,4.7,,40.689655172413794,10.672413793103448,17.620689655172413,65.89655172413794,38.775862068965516,1015.3637931034483,1012.6517241379311,5.0,4.714285714285714,13.634482758620688,21.189655172413794
ACT,2013-12,10.613333333333333,27.123333333333335,1.6333333333333333,5.3999999999999995,,43.233333333333334,6.866666666666666,17.35,65.8,35.016666666666666,1015.9516666666666,1012.3583333333333,5.2,5.1,17.091666666666665,25.721666666666668
ACT,2014-01,10.829032258064515,28.450000000000003,0.529032258064516,,,40.306451612903224,7.774193548387097,16.56451612903226,61.61290322580645,35.983870967741936,1016.2903225806451,1012.9564516129033,7.111111111111111,4.636363636363637,17.643548387096775,26.519354838709678
ACT,2014-02,10.467857142857143,23.689285714285713,4.685714285714285,,,39.82142857142857,7.053571428571429,15.535714285714286,73.5,47.642857142857146,1014.2678571428571,1011.9589285714285,6.363636363636363,5.538461538461538,15.375,21.76607142857143
ACT,2014-03,10.064516129032258,22.375806451612902,1.8064516129032258,,,36.516129032258064,7.548387096774194,15.693548387096774,79.62903225806451,55.645161290322584,1018.4274193548387,1015.9806451612903,7.1875,6.0,14.37741935483871,20.629032258064516
ACT,2014-04,6.665,19.175,1.9966666666666668,,,34.333333333333336,9.85,16.85,74.98333333333333,51.13333333333333,1019.2,1016.445,6.8,5.333333333333333,12.131666666666666,18.121666666666666
ACT,2014-05,4.246774193548387,19.433870967741935,1.3838709677419354,,,33.645161290322584,5.5,17.241935483870968,83.88709677419355,52.5,1023.0274193548388,1019.9532258064515,6.0,5.2,10.343548387096773,18.19516129032258
ACT,2014-06,4.553333333333333,15.788333333333334,2.1133333333333333,,,39.0,11.533333333333333,17.583333333333332,79.81666666666666,60.18333333333333,1018.6816666666667,1016.1800000000001,6.7894736842105265,5.705882352941177,8.918333333333333,14.211666666666668
ACT,2014-07,2.198387096774194,16.370967741935484,1.8903225806451611,,,36.83870967741935,8.306451612903226,17.193548387096776,79.19354838709677,49.37096774193548,1022.1112903225807,1019.3258064516128,6.222222222222222,5.923076923076923,7.783870967741936,15.298387096774194
ACT,2014-08,2.8677419354838714,17.598387096774193,0.8419354838709678,,,33.983870967741936,8.548387096774194,15.048387096774194,74.83870967741936,47.62903225806452,1025.6870967741936,1022.3935483870968,7.1875,7.5,9.595161290322581,16.419354838709676
ACT,2014-09,4.796666666666667,20.148333333333333,0.6266666666666667,,,38.416666666666664,9.7,17.816666666666666,70.15,46.86666666666667,1021.0233333333333,1017.3766666666667,7.357142857142857,6.3076923076923075,12.348333333333333,18.898333333333333
ACT,2014-10,7.611290322580645,22.291935483870965,2.1225806451612903,,,40.58064516129032,8.32258064516129,18.387096774193548,69.48387096774194,46.62903225806452,1018.6693548387096,1015.7225806451613,5.769230769230769,6.428571428571429,13.693548387096774,20.65806451612903
ACT,2014-11,10.155,25.671666666666667,1.7766666666666666,,,40.21666666666667,10.3,17.1,62.766666666666666,37.63333333333333,1016.4316666666667,1013.7233333333334,6.076923076923077,6.0,16.6,24.065
ACT,2014-12,10.76774193548387,25.27741935483871,1.0838709677419356,,,40.91935483870968,9.870967741935484,16.693548387096776,68.2741935483871,40.806451612903224,1015.5774193548388,1012.5354838709677,7.571428571428571,7.461538461538462,15.891935483870967,23.366129032258065
ACT,2015-01,10.845161290322581,23.967741935483872,1.1838709677419357,,,42.225806451612904,10.741935483870968,19.5,68.8225806451613,46.12903225806452,1012.6870967741935,1010.1112903225807,7.4375,7.368421052631579,16.383870967741935,22.375806451612902
ACT,2015-02,10.942857142857141,25.214285714285715,3.1607142857142856,,,36.875,8.357142857142858,14.571428571428571,74.89285714285714,43.964285714285715,1017.8285714285714,1014.967857142857,5.866666666666666,5.3076923076923075,16.125,23.648214285714285
ACT,2015-03,7.717741935483871,23.083870967741937,0.9870967741935484,,,35.95161290322581,8.661290322580646,15.85483870967742,72.6774193548387,40.596774193548384,1018.9403225806451,1016.3306451612904,6.363636363636363,5.0,13.100000000000001,21.674193548387095
ACT,2015-04,6.75,19.248333333333335,0.7,,,35.35,9.333333333333334,15.75,78.25,54.916666666666664,1020.95,1018.1816666666667,6.157894736842105,6.473684210526316,12.168333333333333,17.678333333333335
ACT,2015-05,2.866129032258064,17.593548387096774,1.0129032258064516,,,32.66129032258065,7.935483870967742,14.274193548387096,78.04838709677419,50.806451612903224,1023.0999999999999,1020.2693548387097,7.090909090909091,5.9375,8.935483870967742,16.329032258064515
ACT,2015-06,3.015,16.43,3.216666666666667,,,28.85,6.75,12.916666666666666,82.98333333333333,57.1,1023.8033333333333,1021.1316666666667,6.0625,6.428571428571429,8.14,15.271666666666667
ACT,2015-07,2.740322580645161,14.956451612903225,1.261290322580645,,,36.225806451612904,10.5,18.016129032258064,78.40322580645162,55.564516129032256,1022.2532258064516,1020.3887096774193,4.538461538461538,6.615384615384615,7.92741935483871,13.432258064516128
ACT,2015-08,3.82741935483871,17.0258064516129,3.1129032258064515,,,37.403225806451616,9.35483870967742,17.822580645161292,75.2741935483871,52.16129032258065,1022.2306451612903,1019.5241935483871,7.0,5.888888888888889,9.701612903225806,15.575806451612904
ACT,2015-09,4.4350000000000005,19.518333333333334,0.25,,,40.416666666666664,11.383333333333333,18.866666666666667,67.7,43.3,1023.0550000000001,1019.9866666666666,5.666666666666667,4.846153846153846,12.023333333333333,18.206666666666667
ACT,2015-10,8.819354838709677,23.230645161290322,1.3935483870967742,,,40.145161290322584,9.32258064516129,18.048387096774192,69.46774193548387,47.306451612903224,1022.0193548387097,1019.0241935483871,5.5625,5.0,14.798387096774194,21.419354838709676
ACT,2015-11,9.421666666666665,23.891666666666666,2.9166666666666665,,,41.36666666666667,9.9,18.766666666666666,66.75,40.81666666666667,1016.5849999999999,1013.5266666666666,6.666666666666667,5.923076923076923,15.754999999999999,22.543333333333337
ACT,2015-12,10.01290322580645,25.567741935483873,1.7774193548387094,,,37.725806451612904,8.725806451612904,16.64516129032258,62.41935483870968,37.435483870967744,1017.2887096774194,1014.2112903225806,6.2727272727272725,5.5,16.40967741935484,23.83709677419355
ACT,2016-01,11.714516129032257,25.34032258064516,3.4967741935483874,,,42.725806451612904,10.225806451612904,17.741935483870968,69.75806451612904,47.24193548387097,1014.0451612903227,1011.5,6.421052631578948,5.565217391304348,17.266129032258064,23.05
ACT,2016-02,11.339655172413794,26.451724137931034,0.6862068965517242,,,39.5,7.258620689655173,18.189655172413794,66.24137931034483,38.0,1015.7810344827586,1012.9000000000001,7.2,4.6,16.925862068965518,25.125862068965517
ACT,2016-03,10.256451612903225,22.96129032258065,2.4451612903225812,,,38.274193548387096,9.17741935483871,16.596774193548388,75.25806451612904,44.435483870967744,1016.508064516129,1013.9903225806452,6.944444444444445,5.043478260869565,14.525806451612903,21.469354838709677
ACT,2016-04,8.098333333333333,21.745,1.0633333333333332,,,34.05,8.633333333333333,15.15,75.3,45.016666666666666,1022.6916666666667,1019.4449999999999,7.133333333333334,5.5625,13.393333333333334,20.705
ACT,2016-05,5.038709677419354,18.01451612903226,2.093548387096774,,,37.95161290322581,10.67741935483871,18.677419354838708,77.19354838709677,51.016129032258064,1018.6290322580645,1015.9709677419354,5.75,6.5,10.441935483870967,16.975806451612904
